"st","datayear","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","kin.fc.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","kin.fc.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","kin.fc.nat.am","cl.latino","ent.latino","reun.latino","lifelos.latino","grp.inst.latino","kin.fc.latino","cl.asian","ent.asian","reun.asian","lifelos.asian","grp.inst.asian","kin.fc.asian","cl.unk","ent.unk","reun.unk","lifelos.unk","grp.inst.unk","kin.fc.unk","cl.haw.pi","ent.haw.pi","reun.haw.pi","lifelos.haw.pi","grp.inst.haw.pi","kin.fc.haw.pi","cl","ent","grp.inst","reun","lifelos","kin.fc"
"OR",2003,970,242,163,1294.08041237113,92,131,7951,2809,1665,829.350018865552,739,1117,1297,537,260,695.148033924441,78,233,1306,520,355,647.60719754977,69,195,107,46,30,732.280373831776,7,24,1762,810,421,592.482973893303,97,294,37,12,13,623.945945945946,2,5,13430,4976,1084,2907,799.865748324646,1999
"PA",2003,15380,5208,3056,974.096098829649,4476,3789,14223,6322,4561,648.339379877663,4577,1539,48,16,9,840.5625,8,5,2139,967,588,638.828424497429,705,246,153,68,35,679.522875816994,66,18,887,458,147,547.510710259301,191,204,NA,NA,NA,NA,NA,NA,32830,13039,10023,8396,798.030429485227,5801
"PR",2003,1869,484,420,998.056179775281,99,556,59,12,14,1279.91525423729,5,20,28,0,9,963.785714285714,3,18,8189,2143,1951,1117.32848943705,441,2769,21,5,8,728.809523809524,1,7,14,1,0,2338.35714285714,1,1,38,7,14,603.026315789474,3,14,10218,2652,553,2416,1094.99197494617,3385
"RI",2003,880,358,181,783.863636363636,333,226,2030,863,516,657.907079646018,886,449,52,16,9,621.038461538462,9,23,579,251,158,567.234887737478,228,126,86,38,27,658.616279069767,35,6,67,38,15,475.746268656716,27,12,5,3,3,553.833333333333,1,5,3699,1567,1519,909,669.693574514039,847
"SC",2003,4311,1592,1170,1000.1087914637,840,422,3585,1682,1285,618.707391910739,985,435,17,11,7,603.941176470588,3,3,177,90,79,419.672316384181,47,21,29,16,17,595.103448275862,10,0,14,12,7,136.428571428571,7,1,21,13,9,213.857142857143,8,4,8154,3416,1900,2574,814.047461368653,886
"SD",2003,121,64,40,481.603305785124,32,20,849,447,273,529.658421672556,224,115,1568,803,453,438.526785714286,439,314,76,50,26,346.842105263158,22,9,10,8,2,207.3,4,0,NA,NA,NA,NA,NA,NA,4,3,1,338.75,0,0,2628,1375,721,795,466.267884322679,458
"TN",2003,4600,1792,716,945.201304347826,850,670,8519,4111,1843,629.286301209062,1388,1127,44,23,13,629.863636363636,4,2,406,215,105,493.970443349754,57,29,34,14,6,701.147058823529,6,2,167,148,31,188.395209580838,23,31,5,2,2,449.8,1,0,13775,6305,2329,2716,725.563121597096,1861
"TX",2003,9695,3079,1958,861.477668901496,1782,2234,10681,4043,2133,697.669693848891,2166,2038,190,79,57,731.636842105263,33,37,11105,4119,2120,702.934804142278,2120,1963,199,78,51,572.562814070352,21,32,227,97,59,568.017621145375,28,51,28,18,9,457.571428571429,3,2,32125,11513,6153,6387,747.225836575876,6357
"UT",2003,199,82,117,518.532663316583,54,4,2500,1264,1525,531.5676,597,112,233,110,153,678.37339055794,37,10,798,424,491,406.154135338346,167,31,31,12,14,606,7,1,54,14,22,443.592592592593,14,0,39,22,22,402.358974358974,10,1,3854,1928,886,2344,511.86066424494,159
"VA",2003,4733,1487,591,1025.3227032735,1009,174,4268,1631,650,755.230084348641,1103,167,18,6,5,634.5,2,0,372,178,67,621.706989247312,79,19,41,11,7,960.975609756098,12,2,51,28,7,627.117647058824,13,1,20,10,1,369.6,9,0,9503,3351,2227,1328,883.713413992635,363
"VT",2003,37,12,8,737.243243243243,8,6,2087,695,464,748.470560076592,292,204,3,1,1,1017.66666666667,1,0,17,5,0,892.352941176471,2,0,4,0,0,1760,1,0,17,12,6,221.235294117647,2,1,2,0,0,1160,1,0,2167,725,307,479,747.891655140618,211
"WA",2003,2377,852,673,832.971392511569,244,693,9267,3677,3187,598.415128952196,1064,2474,1763,655,538,755.500850822462,114,562,1531,689,536,553.37230568256,154,370,256,124,102,476.1796875,39,65,240,166,128,251.5375,44,65,82,33,29,515.853658536585,14,23,15516,6196,1673,5193,639.934132508379,4252
"WI",2003,5550,1426,1318,1099.61061348656,613,1874,5520,2814,1919,432.89679656539,1359,860,423,226,127,514.019607843137,95,84,823,358,262,618.98615916955,101,271,195,94,84,386.556603773585,58,19,128,88,54,315.864661654135,25,27,12,4,2,460,1,2,12651,5010,2252,3766,734.482644991213,3137
"WV",2003,602,250,75,864.046511627907,215,14,4411,1892,599,829.2759011562,1620,162,4,1,1,1354,2,0,45,19,3,1010.64444444444,12,0,6,2,0,607.333333333333,1,0,250,173,39,309.088,141,3,19,10,2,517.631578947368,7,1,5337,2347,1998,719,809.394416338767,180
"WY",2003,72,38,19,441.416666666667,22,7,1554,828,594,462.04954954955,650,181,49,27,22,413.224489795918,15,4,155,90,66,414.290322580645,75,20,8,6,3,263.25,5,0,62,45,29,258.709677419355,30,7,1,1,1,8,1,0,1901,1035,798,734,448.408206207259,219
"AK",2002,281,113,62,596.494661921708,17,71,804,314,177,608.317164179104,72,187,1721,587,320,506.017431725741,174,479,49,27,9,569.836734693878,4,7,20,6,3,479.3,3,2,41,21,12,593.560975609756,2,13,NA,NA,NA,NA,NA,NA,2916,1068,272,583,545.062414266118,759
"AL",2002,4141,1302,1142,1174.47645496257,772,587,4291,1760,1693,762.879049172687,763,781,11,3,3,925.636363636364,5,0,91,46,29,615.483516483516,12,4,20,4,7,641.8,4,0,20,10,7,533.05,1,0,1,0,0,1421,0,0,8575,3125,1557,2881,959.548688046647,1372
"AR",2002,2061,989,990,633.610868510432,321,77,3783,2151,2086,402.033571239757,795,70,60,26,28,434.883333333333,13,0,189,143,125,230.243386243386,44,0,27,18,23,364.37037037037,4,0,28,9,10,554.642857142857,2,0,19,14,9,268.263157894737,4,0,6167,3350,1183,3271,474.596886654775,147
"AZ",2002,1503,573,371,1004.6872920825,559,295,5067,2315,1501,634.15334517466,1635,1172,664,336,246,549.555722891566,230,117,3409,1630,1053,606.785567615136,1032,963,67,25,21,681.776119402985,22,8,230,160,123,201.9,96,60,11,10,3,91.3636363636364,5,3,10951,5049,3579,3318,662.027029495023,2618
"CA",2002,42031,9001,5862,1536.46265461465,5398,13540,35350,11521,8174,905.144631138267,6054,7865,3212,1067,719,934.042016806723,337,909,48437,16124,10677,894.111129458388,6016,12831,3378,1314,938,753.378626406158,558,702,267,187,181,211.790262172285,93,25,502,211,106,699.40438247012,74,137,133177,39425,18530,26657,1095.0683033033,36009
"CO",2002,2459,1072,594,642.725498169988,858,282,7731,3905,2187,528.971543138016,2677,868,392,167,100,534.125,118,30,4757,2491,1375,467.638637796931,1644,661,142,78,44,485.408450704225,55,12,34,1,4,1003.05882352941,10,2,37,24,13,473.783783783784,12,4,15552,7738,5374,4317,528.834683641975,1859
"CT",2002,3374,1026,547,1070.06283343213,873,632,2995,981,581,927.878797996661,1005,413,31,6,6,949.612903225806,7,6,2140,672,390,970.611214953271,635,327,49,24,13,679.551020408163,18,4,66,34,23,533.348484848485,43,4,16,10,3,510.9375,6,0,8671,2753,2587,1563,988.652865874755,1386
"DC",2002,3228,521,219,1333.36617100372,818,669,17,9,4,731.647058823529,8,1,2,2,0,45,1,0,53,16,10,799.981132075472,26,1,9,3,0,637.666666666667,2,1,408,261,82,382.514705882353,150,58,NA,NA,NA,NA,NA,NA,3717,812,1005,315,1216.25988700565,730
"DE",2002,1097,539,408,545.25956284153,388,117,588,303,241,461.642857142857,239,62,2,2,1,93.5,2,0,120,69,61,455.516666666667,45,12,4,3,3,46,3,0,NA,NA,NA,NA,NA,NA,2,2,2,30,2,0,1813,918,679,716,510.051819184123,191
"FL",2002,21618,8039,6017,808.495420482931,2443,10575,23235,10703,7032,562.635635894125,2434,11356,174,70,33,714.040229885057,14,88,3769,1685,1066,610.934996020164,496,1580,146,72,44,473.397260273973,8,67,324,214,95,294.70987654321,39,150,37,17,11,642.108108108108,8,18,49303,20800,5442,14298,672.69963288238,23834
"GA",2002,12373,4868,5039,818.350521296371,1397,2497,9197,4380,4193,568.946956521739,1033,1804,29,13,12,452.931034482759,6,2,766,395,392,459.067885117493,70,75,97,48,57,392.453608247423,8,4,101,57,52,473.950495049505,6,19,15,5,7,517.8,0,1,22578,9766,2520,9752,700.511403392232,4402
"HI",2002,214,108,59,494.07476635514,12,54,523,264,209,479.738049713193,39,85,135,59,42,463.281481481481,5,60,53,22,15,747,4,9,1914,909,566,457.026645768025,92,762,212,142,115,259.339622641509,8,55,1670,727,493,610.125149700599,71,657,4721,2231,231,1499,509.935818682483,1682
"IA",2002,1251,615,432,486.632294164668,451,8,7624,4067,3084,430.235703043022,3455,33,226,90,70,567.16814159292,85,1,505,267,194,414.734653465347,170,3,76,40,27,518.065789473684,32,0,1201,742,522,331.158901830283,552,3,1,0,0,802,0,0,10884,5821,4745,4329,428.5478180983,48
"ID",2002,41,14,13,691.439024390244,6,5,1799,985,696,453.924958310172,303,243,184,72,49,642.027173913043,28,19,246,123,93,451.284552845528,25,13,4,4,0,244.25,1,0,14,14,8,45.4285714285714,2,0,5,1,2,948,1,0,2293,1213,366,861,471.20017444396,280
"IL",2002,22258,3189,1563,1847.67779325217,1794,6205,7518,2157,1108,1028.36272944932,644,1461,36,5,4,1245.05555555556,7,1,1804,409,221,1360.07815964523,177,375,41,7,6,1183.75609756098,2,5,669,206,84,975.096726190476,43,151,NA,NA,NA,NA,NA,NA,32326,5973,2667,2986,1610.29672131148,8198
"IN",2002,4942,1932,880,831.789856536674,635,949,7396,3418,1896,602.377903835764,1215,623,224,97,89,557.107142857143,25,16,418,194,84,659.272076372315,67,19,40,14,16,499.625,4,8,29,16,8,292.413793103448,4,1,7,5,0,249.285714285714,4,0,13056,5676,1954,2973,689.08896878825,1616
"KS",2002,1630,449,231,851.210913549969,205,223,5487,1997,1119,634.814686588921,640,744,73,24,12,683.657534246575,13,4,398,129,67,749.427135678392,60,34,26,9,9,661.269230769231,4,0,282,156,44,454.265957446808,22,47,2,2,0,193.5,0,0,7898,2766,944,1482,679.246835443038,1052
"KY",2002,2221,847,639,834.148492907801,575,283,8243,3886,3120,604.503243632869,1678,1345,34,15,8,517.382352941176,4,2,83,31,23,542.722891566265,8,8,16,11,4,298,3,3,620,459,323,325.858293075684,141,127,3,1,1,523,1,1,11220,5250,2410,4118,633.770486019229,1769
"LA",2002,4616,1631,1029,969.583405545927,1100,659,3044,1258,637,727.214520367937,775,480,31,13,3,937.032258064516,7,1,62,32,22,559.209677419355,12,10,35,17,13,737.8,9,2,36,22,17,566.777777777778,8,1,1,1,1,40,0,1,7825,2974,1911,1722,868.910415335463,1154
"MA",2002,3998,1372,814,1019.42996498249,647,638,8993,3267,1861,844.440898476593,1663,1532,110,24,30,953.390909090909,23,9,3946,1412,792,873.560314242271,486,625,391,174,96,732.772378516624,42,48,604,302,193,504.639072847682,85,80,16,4,3,668.6875,3,1,18058,6555,2949,3789,876.27062797652,2933
"MD",2002,11654,2278,1399,1508.13042735043,1425,4438,3322,1104,571,993.420515896821,584,655,22,6,2,1521.68181818182,5,9,215,90,35,840.722222222222,30,33,53,14,7,1099.22641509434,10,5,139,71,25,605.414285714286,17,34,6,0,1,1128.16666666667,2,0,15411,3563,2073,2040,1378.19462219637,5174
"ME",2002,113,28,8,1011.05309734513,10,5,2802,541,219,1336.20164168451,314,113,77,22,4,1083.31168831169,5,8,83,7,7,1268.42168674699,10,1,22,7,0,814.636363636364,4,0,724,244,85,571.389502762431,102,48,3,1,0,642.333333333333,0,0,3824,850,445,323,1171.68279288703,175
"MI",2002,16395,4689,3099,838.865324794145,1910,5042,12921,4643,2944,612.330237597709,1915,3079,566,221,148,617.008833922261,73,144,989,354,238,580.521739130435,129,273,95,43,34,490.368421052632,14,21,71,30,19,625.098591549296,20,6,41,39,1,157.829268292683,5,11,31078,10019,4066,6483,729.967082823862,8576
"MN",2002,4290,2368,1825,567.359673659674,1471,788,9488,5635,4578,473.017917369309,3883,1131,2322,1188,951,680.975452196382,727,506,870,545,434,352.633333333333,327,97,500,349,312,312.094,256,67,262,221,195,131.530534351145,154,34,20,11,15,247.9,6,2,17752,10317,6824,8310,507.29207976566,2625
"MO",2002,6485,1938,1687,997.455204317656,1148,1718,12290,4913,4885,620.366476810415,1605,2336,61,26,25,543.934426229508,4,16,294,133,129,529.97619047619,27,46,56,28,20,485.214285714286,13,2,183,100,86,511.808743169399,24,20,2,1,1,396.5,1,0,19371,7139,2822,6833,743.555830881214,4138
"MS",2002,2240,776,524,927.739732142857,497,254,1756,650,408,681.037585421412,424,227,5,2,1,606.2,0,0,38,18,11,533.342105263158,7,4,6,3,0,1193.66666666667,0,0,144,126,37,171.743055555556,25,12,7,7,0,191.571428571429,1,0,4196,1582,954,981,793.749046711153,497
"MT",2002,56,34,19,596.75,8,12,1787,681,440,732.876329043089,347,539,1086,431,292,759.162062615101,110,411,98,49,20,533.571428571429,14,32,9,4,1,618.222222222222,0,5,154,105,75,265.285714285714,33,49,2,2,0,244,0,2,3192,1306,512,847,710.12343358396,1050
"NC",2002,6878,2269,1559,852.631869729572,1323,1524,6761,2785,1696,646.998816743085,1323,1406,340,136,126,519.076470588235,35,113,745,313,230,548.524832214765,74,156,62,36,24,362.564516129032,8,9,31,18,8,947.225806451613,5,8,114,58,59,267.219298245614,9,14,14931,5615,2777,3702,730.440292009912,3230
"ND",2002,86,42,21,461.802325581395,30,7,1237,644,379,470.458367016977,466,182,649,306,159,675.73343605547,222,96,71,43,19,295.478873239437,31,6,14,6,1,460.928571428571,1,0,NA,NA,NA,NA,NA,NA,4,3,2,77,2,0,2061,1044,752,581,527.881125667152,291
"NE",2002,1476,443,354,748.065718157182,288,228,5819,2257,1698,601.506959958756,1162,675,708,287,214,644.290960451977,130,93,719,285,229,527.532684283727,119,50,49,24,31,347.857142857143,7,2,146,54,46,671.458904109589,28,17,2,1,1,730,0,0,8919,3351,1734,2573,622.974100235452,1065
"NH",2002,101,31,15,820.831683168317,19,7,1558,488,279,982.043645699615,399,170,29,5,3,1592.24137931034,3,3,77,25,16,772.857142857143,13,9,10,2,1,599.3,2,0,24,10,6,699.666666666667,12,6,4,2,0,762.25,2,0,1803,563,450,320,967.524681087077,195
"NJ",2002,10263,3322,4342,916.566728316947,2003,618,4099,1674,2093,653.248416950804,1268,243,34,10,21,883.176470588235,15,5,1111,371,556,936.655265526553,361,55,64,37,36,478.3125,26,4,1250,638,725,482.46374501992,270,73,3,0,2,911,1,1,16824,6052,3944,7775,819.637718152677,999
"NM",2002,235,109,58,642.087136929461,26,23,980,601,357,397.057286432161,141,116,459,283,163,313.847422680412,110,98,1607,850,466,455.180478821363,162,260,10,10,7,98.1,0,0,114,112,84,40.0551181102362,15,15,4,3,2,208.25,1,0,3409,1968,455,1137,415.474362646806,512
"NV",2002,1453,742,626,841.318651066758,705,28,3324,1579,1084,665.802045728038,1561,63,115,55,27,597.791304347826,59,2,995,674,538,354.846231155779,676,34,75,42,27,639.84,40,1,233,102,40,674.643776824034,113,8,80,45,34,730.0875,37,2,6275,3239,3191,2376,656.72780876494,138
"NY",2002,27126,6935,4588,1390.77663217587,5430,4614,11256,4142,2967,770.347393659533,3496,471,146,64,47,606.082191780822,42,6,10244,3025,2067,1174.35520670827,2129,1838,291,101,73,838.270547945206,70,67,9597,1165,1627,1592.06253251483,1846,1294,NA,NA,NA,NA,NA,NA,58660,15432,13013,11369,1262.24760315379,8290
"OH",2002,16963,6284,4432,738.303896716383,1933,4234,16992,7958,5119,558.338747645951,2376,3434,166,67,44,602.078313253012,19,25,700,318,242,581.322857142857,77,167,71,38,27,351.450704225352,4,7,548,312,159,616.42700729927,67,160,19,5,2,812.736842105263,3,1,35459,14982,4479,10025,645.709382667306,8028
"OK",2002,3329,1371,937,812.935416040853,565,947,7399,3399,2425,586.606298148398,1128,1894,3485,1580,1042,613.633572453372,369,736,766,466,269,383.932114882507,133,217,64,40,35,285.28125,21,17,34,21,14,408.411764705882,8,6,63,46,27,314.412698412698,5,11,15140,6923,2229,4749,629.532298546896,3828
"OR",2002,1159,305,225,1200.90854184642,88,155,8107,2804,1775,827.617737757494,703,1088,1029,487,226,706.787172011662,51,218,1198,517,287,657.74958263773,53,174,95,41,15,915.947368421053,9,15,2107,914,545,572.159943046986,127,304,52,27,17,453.423076923077,0,7,13747,5095,1031,3090,795.282752600567,1961
"PA",2002,15947,5647,3164,995.887627766978,4775,3720,14418,6557,4578,672.567068941601,4676,1306,51,18,14,746.372549019608,8,9,2734,1312,742,624.686539868325,914,335,151,66,43,728.708609271523,55,11,133,84,55,549.654135338346,34,7,NA,NA,NA,NA,NA,NA,33434,13684,10462,8596,822.742986181731,5388
"PR",2002,1928,661,529,887.697566027965,96,625,66,20,19,1207.40909090909,5,23,34,19,5,626.5,3,23,8440,2745,2424,1028.6877811982,482,2893,18,13,2,566.777777777778,1,8,18,7,1,1932.55555555556,1,3,41,18,10,482.317073170732,3,18,10545,3483,591,2990,1001.34489293159,3593
"RI",2002,842,315,198,811.78891509434,288,224,2125,883,621,660.701170960187,872,427,61,25,14,683.327868852459,21,19,554,272,156,537.172661870504,204,112,74,35,18,560.573333333333,37,6,84,52,29,476.916666666667,24,22,2,0,0,1179.5,1,1,3742,1582,1447,1036,671.047061951609,811
"SC",2002,4619,1777,1310,967.54470664646,1149,187,3361,1594,1084,635.063373995835,1215,178,18,7,7,571.722222222222,8,2,158,106,59,339.772151898734,81,2,19,8,5,1004.89473684211,3,0,33,32,16,74.1818181818182,15,2,17,13,11,115.352941176471,4,0,8225,3537,2475,2492,813.497142857143,371
"SD",2002,81,50,22,398.382716049383,26,7,784,413,244,506.547193877551,218,101,1624,850,515,403.033866995074,423,345,43,25,16,375.209302325581,15,5,8,2,2,310.875,1,0,5,5,4,6.8,3,1,4,3,1,366.5,0,0,2549,1348,686,804,433.130639466457,459
"TN",2002,5116,1740,1153,994.776583268178,1077,354,9133,4001,2544,675.33877148801,1866,626,41,16,14,608.878048780488,5,1,381,204,125,525.288713910761,54,16,49,22,11,698.489795918367,17,0,77,60,39,157.519480519481,11,5,5,4,1,220,1,1,14802,6047,3031,3887,778.928523172544,1003
"TX",2002,9546,3548,1555,797.003352189399,2047,2137,10070,3884,1837,668.239424031778,2340,1948,142,54,17,814.091549295775,41,22,10275,4066,1757,653.436399026764,2305,1929,177,81,35,470.265536723164,36,25,227,119,33,616.42731277533,48,46,24,14,10,686.708333333333,3,9,30461,11766,6820,5244,702.756705295296,6116
"UT",2002,200,105,58,501.34,23,3,2392,1277,896,520.77508361204,354,60,219,107,72,725.981735159817,20,25,753,409,292,411.693227091633,82,22,30,11,5,483.333333333333,4,0,501,240,287,341.00998003992,59,13,48,28,24,311.979166666667,13,1,4143,2177,555,1634,486.429640357229,124
"VA",2002,4793,1507,594,1087.32846715328,1062,156,4142,1553,588,788.430364470191,1085,168,26,8,8,442.769230769231,4,1,326,146,65,664.331288343558,76,5,56,24,10,811.892857142857,11,3,55,26,19,526.690909090909,19,1,15,10,4,249.6,3,0,9413,3274,2260,1288,933.142417162277,334
"VT",2002,39,10,10,740.25641025641,6,4,2106,801,408,771.980531813865,304,184,4,1,2,2305,1,0,17,11,1,929.588235294118,1,1,5,0,1,1245,2,0,10,9,5,181.6,2,4,2,0,0,860.5,1,0,2183,832,317,427,773.910215300046,193
"WA",2002,2434,858,703,867.199671322925,222,727,9638,4146,3405,582.654181365428,1138,2505,1795,620,488,768.245682451254,141,561,1578,731,588,555.868187579214,163,380,280,139,125,496.946428571429,46,50,229,168,138,205.013100436681,70,46,89,42,35,463.76404494382,11,21,16043,6704,1791,5482,636.409275073241,4290
"WI",2002,5934,1479,1027,1019.19224708478,611,1977,5430,2857,1813,413.390679806247,1391,465,418,208,139,539.560810810811,101,53,781,329,216,545.76615746181,112,247,200,120,76,345.879807692308,39,12,72,55,46,115.45,23,13,14,6,1,533.071428571429,2,0,12849,5054,2279,3318,698.881407035176,2767
"WV",2002,630,227,58,868.290476190476,232,22,4774,1951,448,741.957268537914,1767,191,7,3,1,975,1,0,64,30,8,709.265625,23,3,9,2,4,347.888888888889,3,0,218,132,27,327.073394495413,125,7,20,13,1,419.4,9,1,5722,2358,2160,547,738.232436211115,224
"WY",2002,52,28,11,408.346153846154,23,2,1492,751,575,507.95308310992,629,159,47,29,15,395.978723404255,14,3,136,76,56,483.301470588235,64,14,5,2,2,367.6,3,0,48,38,25,199.875,20,3,NA,NA,NA,NA,NA,NA,1780,924,753,684,491.501123595506,181
"AK",2001,293,94,88,620.259385665529,16,71,795,272,168,667.681761006289,65,205,1786,595,413,497.868421052632,153,506,41,9,8,888.609756097561,4,12,30,11,9,631.6,3,4,44,18,17,619.477272727273,6,11,NA,NA,NA,NA,NA,NA,2989,999,247,703,563.524255603881,809
"AL",2001,4149,1150,843,1211.52566883586,772,590,3872,1485,889,824.997417355372,706,641,11,3,1,918.727272727273,4,0,65,23,10,860.492307692308,8,2,17,7,1,590,4,0,15,4,4,667.533333333333,1,0,1,0,0,1056,0,0,8130,2672,1495,1748,1021.912300123,1233
"AR",2001,2172,1015,922,628.878453038674,268,128,3736,2131,1898,420.439507494647,525,99,58,51,23,209.965517241379,5,0,121,78,75,301.314049586777,24,3,27,18,21,329.259259259259,4,0,76,43,37,420.539473684211,14,1,13,11,7,181.846153846154,2,0,6203,3347,842,2983,488.237626954699,231
"AZ",2001,1612,517,443,1040.10421836228,483,333,5073,2186,1620,658.988369800907,1424,1053,702,332,292,603.331908831909,220,152,3156,1320,942,675.871989860583,810,842,61,20,13,719.639344262295,11,10,162,128,76,168.845679012346,60,28,13,12,9,59.3846153846154,4,3,10779,4515,3012,3395,709.556545134057,2421
"CA",2001,47349,10202,6705,1431.72573866396,7552,18047,42941,14678,9574,867.229966698493,9257,10715,3054,1021,653,911.351015062213,411,988,52663,16854,11160,870.372405673813,8836,16137,3132,1229,897,685.739463601533,748,648,1398,906,635,431.897711015737,420,279,727,286,207,720.462173314993,122,200,151264,45176,27346,29831,1037.42792072139,47014
"CO",2001,2002,1028,594,635.198801198801,530,193,6140,3500,2250,502.193159609121,1677,462,328,173,117,490.414634146341,62,11,3450,2052,1270,441.549565217391,902,328,106,69,45,509.764150943396,33,5,300,178,169,234.193333333333,110,20,12,7,2,381.833333333333,5,0,12338,7007,3319,4447,499.936051223861,1019
"CT",2001,3491,957,584,1057.89458607849,905,653,3008,909,545,928.621343085106,1039,450,36,12,8,758.444444444444,4,9,2166,682,383,938.615420129271,652,321,54,27,20,557.425925925926,23,3,87,32,27,626.459770114943,57,7,12,3,2,879.666666666667,6,0,8854,2622,2686,1569,976.045516150892,1443
"DC",2001,3431,650,200,1211.67881084232,812,550,13,4,2,835.615384615385,4,1,0,0,0,0,0,NA,39,15,4,635.564102564103,18,0,8,4,0,898.75,3,0,238,149,21,444.483193277311,96,15,NA,NA,NA,NA,NA,NA,3729,822,933,227,1154.70555108608,566
"DE",2001,1176,548,434,584.579081632653,396,130,628,329,241,447.864649681529,241,90,3,1,2,116,3,0,131,60,55,581.587786259542,27,18,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,939,668,732,539.071686436307,238
"FL",2001,22711,7664,6376,827.24899828277,1936,10620,22525,9414,6821,587.482708102109,1826,9940,168,39,49,644.714285714286,12,74,3723,1352,1076,664.359656191244,327,1444,169,67,65,542.573964497041,14,60,206,127,60,311.097087378641,15,86,36,10,9,705.444444444444,1,15,49538,18673,4131,14456,702.159958012031,22239
"GA",2001,11624,4677,5559,854.61536476256,1202,2412,7903,3888,4117,592.741237504745,840,1534,37,11,14,683.756756756757,7,5,661,378,376,421.775263951735,60,63,86,46,48,368.779069767442,7,3,99,54,61,512.59595959596,4,16,18,11,6,455.777777777778,2,2,20428,9065,2122,10181,734.903817914831,4035
"HI",2001,194,109,69,468.577319587629,19,37,503,247,180,536.047713717694,41,92,120,66,37,395.583333333333,4,44,66,29,22,762.515151515152,8,14,1700,897,549,435.161764705882,71,627,153,84,72,275.013071895425,7,49,1668,673,515,648.794964028777,85,639,4404,2105,235,1444,527.332879200727,1502
"IA",2001,1250,640,452,531.9808,486,15,7724,4136,3342,437.11302433972,3681,31,247,123,86,520.793522267207,87,1,476,266,175,418.193277310924,158,2,91,43,42,498.032967032967,44,0,1125,621,495,347.489777777778,553,4,1,0,0,437,0,0,10914,5829,5009,4592,440.316749129558,53
"ID",2001,45,17,11,703.2,4,2,1747,975,742,430.852318259874,293,199,179,78,48,594.223463687151,34,9,214,128,76,433.859813084112,33,18,8,6,4,410.625,1,1,4,4,4,12.25,2,0,1,1,0,256,0,0,2198,1209,367,885,449.110555050045,229
"IL",2001,25937,3496,1465,1804.29552376913,2162,7734,7875,2228,1140,1029.11314285714,788,1499,46,11,0,1268.28260869565,8,8,1963,412,228,1355.18950585838,197,445,50,19,10,1108.48,2,9,681,184,92,991.59765051395,48,158,NA,NA,NA,NA,NA,NA,36552,6350,3205,2935,1596.39852812432,9853
"IN",2001,5138,1838,1016,914.096209912536,624,1081,7276,3201,1976,645.426215993405,1233,661,204,111,48,535.495098039216,33,13,425,198,125,703.503512880562,69,38,37,26,10,368.891891891892,6,4,37,22,8,353.054054054054,10,5,5,3,1,736,1,0,13122,5399,1976,3184,749.293078504531,1802
"KS",2001,1763,501,269,800.644356211004,180,257,5677,2060,1169,612.830720450942,626,730,78,30,13,742.512820512821,10,10,399,105,51,775.802005012531,48,25,39,11,11,659.794871794872,4,1,252,125,56,461.551587301587,27,37,2,2,0,616.5,0,0,8210,2834,895,1569,657.894397076736,1060
"KY",2001,2278,813,731,812.314060446781,545,245,7673,3525,3151,611.62124170246,1500,1252,26,15,8,460.230769230769,3,2,67,23,22,480.55223880597,6,5,12,2,4,503.916666666667,2,2,334,210,184,475.925149700599,72,68,4,2,3,275,2,1,10394,4590,2130,4103,649.809587856663,1575
"LA",2001,5047,1771,1093,994.714681989301,1183,678,3015,1176,693,767.340630182421,751,395,25,5,6,1416.04,1,5,54,23,19,579.648148148148,11,3,25,11,7,925.16,8,6,38,24,8,749.184210526316,8,9,4,4,3,89.5,0,0,8208,3014,1962,1829,907.957480506823,1096
"MA",2001,3278,1101,677,1033.60250152532,549,555,8317,3150,1993,814.998557172057,1663,1467,140,36,17,1049.65714285714,16,23,3152,1029,681,921.338515228426,440,487,332,150,87,746.310240963855,31,31,2980,1704,948,424.311744966443,373,523,5,4,2,144.6,1,0,18204,7174,3073,4405,809.187541199736,3086
"MD",2001,12036,2559,1339,1420.44416749751,1286,4530,3185,976,547,1015.84301412873,573,620,25,10,5,1648.08,5,8,208,63,51,787.918269230769,24,30,53,17,7,1069.03773584906,7,3,115,36,25,717.947826086957,16,28,6,1,0,754.166666666667,1,2,15628,3662,1912,1974,1323.31475556693,5221
"ME",2001,100,33,9,946.52,6,1,2914,631,147,1336.05765271105,353,119,78,27,13,997.730769230769,7,1,82,24,6,1098.19512195122,8,3,21,0,1,980.047619047619,3,0,740,329,115,444.162162162162,92,43,6,3,1,429.333333333333,1,0,3941,1047,470,292,1143.77975133215,167
"MI",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29208,12283,4563,5321,581.779443987949,8519
