"stname","year","cl.blk","ent.blk","lifelos.blk","grp.inst.blk","cl.white","ent.white","lifelos.white","grp.inst.white","cl.nat.am","ent.nat.am","lifelos.nat.am","grp.inst.nat.am","state","tot","wht","wht.child","wht.child.pov","wht.lessHS","blk","blk.child","blk.child.pov","blk.lessHS","amind","amind.child","amind.child.pov","amind.lessHS","latino.child.pov","foreign","foreign.child","foreign.child.pov","foreign.lessHS","child","child.pov","adult","w.adult","b.adult","a.adult","wht.unemp","blk.unemp","amind.unemp","wht.emp","blk.emp","amind.emp","blk.singpar","latino.singpar","amind.singpar","wht.singpar","wht.f","blk.f","amind.f","incartot","new.incar","WHITEM","WHITEF","BLACKM","BLACKF","AIANM","AIANF","TOTRACEM","TOTRACEF","statename","inst6014_nom","v.crime.rt","pctblk1930","pctami1930","pctimm1930","pctblk1960","pctami1960","pctimm1960","boarding.n","board"
"AR",2006,2475,1365,586.978849407783,0,4058,2274,447.648425400103,0,89,35,706.797619047619,14,5,2724636.33333333,2094121,465069,87684.6666666667,0.173876225249678,416907.333333333,134695,69237.6666666667,0.245811036114117,19944.6666666667,5652.33333333333,1489.66666666667,0.228032206078241,16240.6666666667,120883.666666667,15426.6666666667,4451,32226.3333333333,675993.666666667,180594,2048642.66666667,1629052,282212.333333333,14292.3333333333,56637,29806.3333333333,610.333333333333,986621.666666667,156478.666666667,8055.66666666667,84693.3333333333,14986.3333333333,2144,112231,840311.333333333,157872,7533,12854,6005,6483,652,5874,336,10,6,12687,1042,"Arkansas",46.88897,557.689105665355,0.257666825748038,0.000172936811256834,0.00587543984683316,0.217383516557329,0.000526162595436939,0.00542955018695565,0,FALSE
"AZ",2006,2109,910,713.784016186141,0,7138,3048,591.180385288967,0,1221,568,529.243266724587,0,4,5870309.66666667,3530442.33333333,718437.666666667,76839,0.0804837349006501,185896,57499.3333333333,18519,0.135905604031238,275897.333333333,101177,44448.6666666667,0.297079265720113,189914.333333333,920174,111992.666666667,40004,269985,1574405.66666667,335649.333333333,4295904,2812004.66666667,128396.666666667,174720.333333333,84609.3333333333,8445.33333333333,16499,1707019,79781,87066.3333333333,26908.6666666667,190406.333333333,46799,165666,1445219.33333333,62475,93987.3333333333,35752,14382,13507,1713,4378,359,1579,228,32644,3151,"Arizona",51.67358,526.752450140478,0.0262381312525237,0.0959802310806154,0.158205115904187,0.0343006295102103,0.0624136342699217,0.0582834331337325,4,TRUE
"CA",2006,32504,9077,1641.17772946532,4517,27793,9956,924.5906317578,4075,3506,1313,915.238300492611,303,6,35618496.6666667,15456740.6666667,3070876.33333333,273915.666666667,0.0740848727257781,2200564.33333333,657485.333333333,197050,0.138083775350912,259495.333333333,65129,14754.6666666667,0.226522621070417,1244370.66666667,9936007,756396.666666667,240702.333333333,3017202,9594028,1881839.33333333,26024468.6666667,12385864.3333333,1543079,194366.333333333,453693.666666667,121171.666666667,14706.6666666667,7714956.66666667,893850,110888.666666667,360697.333333333,1275657,25371,638018,6332886.33333333,819152.666666667,96819.6666666667,172298,138697,43059,4494,46294,3360,1463,160,160770,11758,"California",50.91788,545.55362574258,0.0141793126799314,0.00349378357460497,0.195705971495203,0.0561417793666747,0.00264627676492665,0.0901922367399906,5,TRUE
"CO",2006,2241,1034,709.200887902331,0,7308,3440,601.55914152009,0,375,193,586.218649517685,0,8,4597542.33333333,3309541.66666667,733902.666666667,68404.6666666667,0.0631371181442737,174279.333333333,51773,14932,0.138227088938028,37310.3333333333,9019,2509.66666666667,0.196817520459886,89862.6666666667,511671,65158.6666666667,16765,135391,1169471,183261,3428071.33333333,2575639,122506.333333333,28291.3333333333,98724,11464.6666666667,2109.33333333333,1788628,78540.3333333333,17897.3333333333,27109.3333333333,98496.3333333333,2295,150850.333333333,1305702.33333333,59592.6666666667,14811.3333333333,22051,11063,9285,1268,4005,386,393,60,20179,2302,"Colorado",29.29824,397.190469951808,0.0100360192257353,0.000654332105116704,0.0976729068989461,0.0222774534841299,0.0027248267055819,0.0398463152134258,2,TRUE
"CT",2006,3548,1223,1035.75029239766,0,3134,1037,886.145764937623,0,54,19,754.301886792453,0,9,3420020,2573810,554806.666666667,29019.6666666667,0.0895530967025826,317845.333333333,97039,22693.6666666667,0.173224820373963,7695.33333333333,1999,448,0.198618348247363,38050.6666666667,441879.666666667,39912.6666666667,5651,76493.3333333333,820533.333333333,94082.6666666667,2599486.66666667,2019003.33333333,220806.333333333,5696.33333333333,71422.3333333333,20327.6666666667,147,1331992,143750.666666667,3575.33333333333,50714.3333333333,60423,747.666666666667,92306,1055375,121500.333333333,3096,18902,7091,5493,714,8168,559,35,4,18972,1594,"Connecticut",59.06821,239.881638119075,0.0188816274027584,9.01171324799398e-05,0.239623073501224,0.0416945971309827,0.000583582407356293,0.110352278731576,0,FALSE
"DE",2006,1089,584,544.703389830509,0,646,359,440.178333333333,0,5,2,312.666666666667,3,10,828165,575126.333333333,119816.333333333,9196.33333333333,0.119352615558905,169356,51092,14523,0.176634143712985,1773.66666666667,321,34.3333333333333,0.376994809320522,5478.66666666667,68690.6666666667,6946.33333333333,1063.33333333333,12033.6666666667,199616.333333333,31013.3333333333,628548.666666667,455310,118264,1452.66666666667,15258.6666666667,9003.33333333333,49.3333333333333,290041.333333333,76778,825.666666666667,27625,6064.33333333333,112.333333333333,25101,236048.333333333,64602.3333333333,825,7021,1556,2185,290,4048,260,1,0,6615,571,"Delaware",65.36476,722.440576455175,0.128865733246258,0,0.0754136772423766,0.137878516394911,0.00273248521770292,0.0342680523203727,0,FALSE
"FL",2006,20468,8496,744.415917517396,0,24691,11082,548.627481559536,0,109,47,744.932038834951,15,12,17470402.3333333,10801079,2054899,224822.333333333,0.107765260744665,2649273,848769.666666667,290374.333333333,0.236605140952544,52820,10158.3333333333,2483,0.206438716381381,215202,3391863.66666667,287821.333333333,65956.6666666667,684993.666666667,3997296.66666667,752707.333333333,13473105.6666667,8746180,1800503.33333333,42661.6666666667,262801.333333333,137232.666666667,2983.66666666667,5000556,1136156,24641.6666666667,454047.666666667,285100.333333333,3769,499559,4534370.66666667,976782.666666667,21437.3333333333,90377,36335,38327,3554,42930,2466,93,26,84101,6310,"Florida",16.83177,740.893068919401,0.296862475722392,0.00118329793775586,0.0490324161291572,0.178035120871844,0.000831788870987931,0.0583463552707554,0,FALSE
"GA",2006,11885,4924,728.010027662517,1984,10476,4219,610.023914534941,1620,33,15,438.1,3,13,8918632,5316023,1231308.66666667,138918.333333333,0.143620195387135,2605957.66666667,812588.666666667,297158,0.206312764739044,18669.3333333333,4292.66666666667,975.666666666667,0.237750146401705,61868.6666666667,866297,94241.6666666667,21693,184606.333333333,2365559.66666667,515818.333333333,6553072.33333333,4084714.33333333,1793369,14376.6666666667,141656.333333333,151086.666666667,411.333333333333,2652278,1129131,7861,445420,54338,1756.33333333333,227965.666666667,2095383.66666667,987942.666666667,7346.66666666667,52792,22391,18126,1845,28927,1603,598,24,49235,3557,"Georgia",12.73964,485.489254405833,0.372305100396451,0,0.0049659302351427,0.284152562139358,0.000243385492196453,0.00809763814661948,0,FALSE
"HI",2006,208,85,694.989473684211,0,436,220,561.228855721393,0,204,63,682.293193717278,0,15,1257011.33333333,293563,48533.3333333333,4247.33333333333,0.0575812978364206,23740.6666666667,6056.66666666667,136,0.0334570061773758,3210.33333333333,413,0,0.125599868697755,7469,238437.333333333,23792.3333333333,3976.33333333333,44898,301987,42689,955024.333333333,245029.666666667,17684,2797.33333333333,6883,1216,77.3333333333333,163641,12970.6666666667,1852.66666666667,1728.66666666667,10277.6666666667,68.6666666666667,9032.33333333333,117092,6981.66666666667,1269.66666666667,5510,1465,1158,192,232,26,30,4,5233,734,"Hawaii",64.90034,276.051608126577,0.00207086545620571,5.46191336672475e-05,0.315425443036757,0.00838077166350411,0.000822264389626819,0.110025300442758,0,FALSE
"IA",2006,2091,811,621.415210688592,304,10255,3827,599.012248743719,1544,294,118,643.219081272085,38,19,2893442.33333333,2644365.33333333,589284,71580,0.0966185026079031,65608.3333333333,23407.3333333333,12852.6666666667,0.182498597981473,9767.33333333333,2429,1018,0.215492298486678,11648.6666666667,112518.333333333,15086.3333333333,3973,24325.6666666667,680989.333333333,101979.333333333,2212453,2055081.33333333,42201,7338.33333333333,71755.3333333333,5065.66666666667,453.333333333333,1407685.66666667,25524.3333333333,4008,15589.3333333333,15096.3333333333,1106.33333333333,125195,1060585,22257.3333333333,3524.66666666667,8838,6573,5948,752,2101,209,113,28,8048,790,"Iowa",65.65125,292.247054748053,0.00581192501363513,0.000112490176994651,0.0698493080536534,0.00926221422768945,0.000819600789137751,0.0212951143089242,0,FALSE
"ID",2006,88,40,604.329411764706,12,2397,1133,493.588830255057,315,329,132,594.078431372549,36,16,1411755.66666667,1219545.66666667,309328,47269.3333333333,0.0964234811835153,5113.33333333333,1731.33333333333,406.333333333333,0.139396856113254,18748,5613.33333333333,2119.66666666667,0.202042400001609,18412.6666666667,91515,13208.6666666667,4989,27880.3333333333,381616.666666667,71094,1030139,910217.666666667,3382,13134.6666666667,32348.3333333333,241.333333333333,1623.66666666667,592166.666666667,2326.66666666667,7813,601.666666666667,13048.6666666667,2645.33333333333,59300.3333333333,461370.666666667,1021.33333333333,7185,6665,4141,4781,620,135,15,236,41,6347,777,"Idaho",12.46615,253.939125915792,0.00134754475879614,0.00707960492726857,0.0755843853635949,0.0026141041435053,0.00600943481265587,0.0297767494967098,0,FALSE
"IL",2006,15231,2506,1934.70704032809,0,7664,2071,1019.70182063385,0,48,33,519.63829787234,14,17,12547394,8237359.66666667,1821541.66666667,161273,0.0954088267265901,1832277.66666667,577294.333333333,239046,0.195286899877645,23417,5372,901,0.254001965551347,146131.333333333,1762052,154749.333333333,32300.6666666667,423024.666666667,3229368.33333333,572981.333333333,9318025.66666667,6415818,1254983.33333333,18045,259370,143388.666666667,1433.33333333333,4215771.66666667,670671.666666667,10117,350506.333333333,162218.333333333,1225,315562.666666667,3325394.33333333,703547.333333333,9432.66666666667,45106,40325,11753,1144,25809,1374,61,20,42639,2713,"Illinois",79.9688,316.312694094088,0.0436510896704775,3.70494303944677e-05,0.164392783272729,0.103570549809904,0.00054369825937185,0.069339386771861,0,FALSE
"IN",2006,6311,2306,742.129924559933,1051,10619,4547,588.276961271102,0,324,134,573.623376623377,36,18,6150968,5189568.66666667,1265486.66666667,171118,0.13743633580318,517961.666666667,167051.333333333,69108.6666666667,0.178304471654576,13003.6666666667,2460,544,0.257169295488087,26897.6666666667,272592.666666667,34392.3333333333,8200.33333333333,55465,1594034,279711.333333333,4556934,3924082,350910.333333333,10543.6666666667,163293.666666667,38451.3333333333,551.666666666667,2561063.66666667,205776.666666667,6109,102849,26691,791,284070.333333333,2024785.66666667,191835.666666667,5269.33333333333,24901,17671,13459,1447,9291,658,43,6,23924,2167,"Indiana",16.35748,305.366569944763,0.0350735824288378,0.000174384541828791,0.0435289209842896,0.0579241487860632,0.000437454699850322,0.0216154086984865,0,FALSE
"KS",2006,1901,605,928.871947911015,194,6344,2536,644.022196833687,0,162,73,637.375,12,20,2695742.66666667,2212544,517713,59800.6666666667,0.0857087196537028,147316,46891.3333333333,15227.6666666667,0.135716948775761,24501.6666666667,6651.33333333333,1338.66666666667,0.16297014568343,23893,163315.666666667,20215.3333333333,5533,38569.3333333333,683904.666666667,104302.333333333,2011838,1694831,100424.666666667,17850.3333333333,55369.6666666667,8678.33333333333,891,1170301,65023,12084.3333333333,24153.6666666667,23307.3333333333,2678.66666666667,108985,870569,52225.6666666667,8747.33333333333,8833,5084,4498,382,2699,185,112,15,8178,638,"Kansas",45.81245,436.874043862743,0.0370760680538641,0.00138586697622198,0.0423771980119046,0.0410815573544799,0.0027901683279182,0.0177230757934541,1,TRUE
"KY",2006,2939,1294,690.285613040397,827,9590,4604,565.990547373049,2269,53,27,828.415094339623,12,21,4100947.66666667,3644490.33333333,835913.333333333,183066.666666667,0.210884986611004,291406.333333333,86076,33827.3333333333,0.211803598682002,8887.66666666667,1615.66666666667,308.666666666667,0.245627395402485,9361.66666666667,123002.333333333,17610,4269,17758,980006.333333333,235967.666666667,3120941.33333333,2808577,205330.333333333,7272,118613.666666667,20155.6666666667,658,1657594.66666667,120385.666666667,3671,53683.6666666667,7489,449.666666666667,205005.666666667,1455966,112386.333333333,4089.33333333333,15589,14144,12156,1668,5519,383,7,2,17990,2068,"Kentucky",33.37837,253.770612207276,0.089531819390877,0,0.00825382198237616,0.0704947601242825,8.55758597082521e-05,0.00714229290641951,0,FALSE
"LA",2006,4343,1932,805.406011450382,0,4065,1941,554.949748743719,0,31,16,633.833333333333,3,22,4352724.33333333,2705849,611354.333333333,92974.3333333333,0.161281816399638,1402138.66666667,445057,219047,0.294063453715214,22436.6666666667,6070.66666666667,1713.33333333333,0.306505492949972,6887.66666666667,149192,13357.6666666667,2425.33333333333,26301,1126331.33333333,329202,3226393,2094494.66666667,957081.666666667,16366,72944.6666666667,85094.3333333333,1124.66666666667,1278471.33333333,525916.666666667,9814,272051.666666667,8421.66666666667,2404,130345,1080653,530978,7349,20815,15211,9282,1132,24627,1239,8,1,33999,2377,"Louisiana",78.02979,630.294911853289,0.370303584391584,0.0006063611645974,0.0179567112163252,0.319175726306738,0.00117314661261593,0.010754867637123,0,FALSE
"MA",2006,4102,1353,1083.18506834911,0,8984,3126,922.071039545347,0,108,28,953.717171717172,16,25,6277374.33333333,5005854,1063836.66666667,81964.3333333333,0.0964332900621762,380535,117407.333333333,38570.3333333333,0.17087602763872,15000.3333333333,2742.66666666667,804.666666666667,0.249365156617521,62665,929821,71321,11219.3333333333,182324,1454758.66666667,201753.666666667,4822615.66666667,3942017.33333333,263127.666666667,12257.6666666667,147061,19902.6666666667,959.666666666667,2611147.33333333,167667.333333333,6599,67619.6666666667,88117,1120,201774.333333333,2070237.33333333,143661,6090,10773,2709,4420,557,2812,149,58,3,10186,846,"Massachusetts",71.10326,508.269832349757,0.0116627722875016,3.74868585916936e-05,0.253468849025441,0.0217076363184408,0.000551526991808659,0.113187321093577,0,FALSE
"MD",2006,9191,2193,1499.21492089156,0,2933,998,886.870176703931,0,26,5,1249.56,0,24,5497938.66666667,3246560.33333333,723654,48020.3333333333,0.103232592994969,1578556,453334.333333333,94721,0.15773851196026,12959.6666666667,2994,506,0.203278542852647,11789.6666666667,693733.333333333,68734,8823.66666666667,95024.6666666667,1379725.33333333,161971.333333333,4118213.33333333,2522906.33333333,1125221.66666667,9965.66666666667,65069,82390.6666666667,862.666666666667,1718401.66666667,756208.333333333,6041.66666666667,226831.666666667,29647.6666666667,741.666666666667,129879.333333333,1309217,625826.333333333,4985.66666666667,22662,10529,5084,369,16686,705,7,2,21864,1081,"Maryland",51.33082,693.13250493397,0.170567315737493,0,0.0590080714604611,0.16765104133084,0.000593203946095815,0.0331871816364691,0,FALSE
"ME",2006,144,41,1031.70921985816,0,2609,621,1227.94245171462,0,89,32,852.476744186047,0,23,1294257.66666667,1237296,255392.666666667,43819.3333333333,0.110257137680121,10281.3333333333,4120.66666666667,1578.33333333333,0.154686025874649,6418.66666666667,1369.33333333333,719.666666666667,0.245828328768422,1173.66666666667,49661.6666666667,5305.66666666667,1731,7252.33333333333,275386.666666667,49697,1018871,981903.333333333,6160.66666666667,5049.33333333333,33528.3333333333,382.666666666667,449.666666666667,641571.666666667,4452.66666666667,2985,2587.66666666667,1600.66666666667,631.666666666667,77427,510196,2464,2757.66666666667,2083,619,1739,131,122,4,41,3,1975,145,"Maine",78.52557,117.828160441004,0.00178790625290296,0.000799778858549171,0.129976469728805,0.00359311113864453,0.00216825672159584,0.0666171065130302,0,FALSE
"MI",2006,14270,3945,954.956633198035,2042,12589,4362,636.628405141056,1479,489,158,657.545073375262,66,26,9937342.66666667,7744070,1775679,225047.666666667,0.112392918476608,1393420,447348.666666667,192031.333333333,0.194973291255874,52180.3333333333,13002,3797.33333333333,0.171093718371179,40893,650687.333333333,73940,18386,112107,2496269,485304.333333333,7441073.66666667,5968391,946071.333333333,39178.3333333333,303809.666666667,110219.666666667,5029,3728931.66666667,496793,22212.6666666667,279537.666666667,45192.6666666667,4533.33333333333,363627,3056537.66666667,522253.333333333,19316.3333333333,51515,14718,22176,1121,25803,999,377,22,49407,2170,"Michigan",60.47941,569.870657574855,0.0372808596235298,0.0012685273224093,0.180440285003057,0.0913802802495653,0.00114043162524292,0.0699064130101258,1,TRUE
"MN",2006,3762,2133,638.624383831745,1246,7088,3859,512.869951399363,2266,2068,1039,692.420012353305,465,27,5031667,4336150.66666667,984014.666666667,75482.3333333333,0.0755684842128322,211774.333333333,78357.6666666667,33848.6666666667,0.175780883501053,51559.3333333333,17029.6666666667,4947.33333333333,0.179250111680844,16196.3333333333,352648.333333333,44751.6666666667,12265.3333333333,64167.6666666667,1241576.66666667,149535.333333333,3790090.33333333,3352136,133416.666666667,34529.6666666667,118003.666666667,17735.6666666667,4141.66666666667,2377532.66666667,85706.6666666667,19714,42831.6666666667,20925,7860,185337.333333333,1710218,66480,18444.3333333333,8814,7261,4291,332,2770,124,665,70,8546,562,"Minnesota",33.91196,295.587923445649,0.00414130307726842,0.00432916396307982,0.153620970982694,0.00616140416700864,0.00478373529998007,0.0432939769489618,3,TRUE
"MO",2006,4975,1595,1162.983976529,796,10973,3904,725.40703125,1331,93,33,808.6375,12,29,5687740.66666667,4716027.33333333,1078734.66666667,156158,0.136311638514302,636945.333333333,199997,84237.6666666667,0.194220762927751,20809,4175.66666666667,1262.66666666667,0.187253958700994,14628.6666666667,222241.333333333,30496.6666666667,5630.66666666667,35104.6666666667,1394909.33333333,269176.666666667,4292831.33333333,3637292.66666667,436948.333333333,16633.3333333333,136478.333333333,40251.6666666667,1043.66666666667,2361289,259622.666666667,9423.66666666667,120609.666666667,16613,1908.66666666667,242825.333333333,1879983.66666667,243112.333333333,9203,30116,19632,15500,1812,11419,718,96,12,27584,2577,"Missouri",18.48341,561.03120500923,0.0622663085991953,0.00018276394201092,0.0431549091231557,0.0904317386231038,0.000370432109055213,0.0197116186031005,0,FALSE
"MS",2006,2691,1004,766.76865109269,0,2307,882,611.052219321149,0,24,9,577.583333333333,6,28,2849330.66666667,1702194,385106,60738,0.170566556523722,1052616.33333333,338171.666666667,165869.333333333,0.312419926950056,10622.3333333333,3367.33333333333,907.333333333333,0.336853083926879,3956.66666666667,55676.3333333333,6223.33333333333,1258,10824.6666666667,752442.666666667,234677.333333333,2096888,1317088,714444.666666667,7255,47462,69910.6666666667,465.333333333333,793345.333333333,380701.333333333,3866,199642.333333333,4533,1383.66666666667,84836.3333333333,680775,394808.666666667,3861.33333333333,16384,10053,5640,856,13451,916,22,2,19279,1789,"Mississippi",48.17268,240.933777195861,0.505999974778186,0.00115312657571015,0.00375076930760917,0.421998311492861,0.00157838710861506,0.00472598465660904,0,FALSE
